Restaurant Name,Location,Type of Cuisine,lat,lon,Address,Phone Number,Opening Hours
Hungry Monkey,Causeway Bay,Bar & Grill,22.2789487,114.18217,"Shop B, G/F, Midtown Soundwill Plaza II, 1 Tang Lung St, Causeway Bay, Hong Kong",5408 9580,"SUN:1200~1530, 1730~2300
MON:1200~1530, 1730~2300
TUE:1200~1530, 1730~2300
WED:1200~1530, 1730~2300
THU:1200~1530, 1730~2300
FRI:1200~1530, 1730~2300
SAT:1200~1530, 1730~2300"
I-O-N,Multiple locations,International,37.5724552,127.0127347,"South Korea, Seoul, Jongno District, 창신제1동 160",02-745-1600,
INN – I'm Not Nothing,Kwun Tong,International,22.31429799999999,114.225271,"Hong Kong, Kwun Tong, Hip Wo St, 81號裕民坊L2樓205號舖",2988 8289,"SUN:1130~2200
MON:1130~2200
TUE:1130~2200
WED:1130~2200
THU:1130~2200
FRI:1130~2200
SAT:1130~2200"
INTERVAL Farmacy,Pok Fu Lam,Café & Healthy Foods,22.2606224,114.1300009,"Shop 207, Level 2, Arcade, Cyberport, 100 Cyberport Rd, Pok Fu Lam, Hong Kong",2380 3498,"SUN:1100~2100
MON:1100~2030
TUE:1100~2030
WED:1100~2030
THU:1100~2030
FRI:1100~2100
SAT:1100~2100"
Isono Suisan,Causeway Bay,Japanese,22.2803108,114.1837624,"19/F, Macau Yat Yuen Centre, 525 Hennessy Rd, Causeway Bay, Hong Kong",2766 3678,"SUN:1200~2300
MON:1200~1630, 1730~2300
TUE:1200~1630, 1730~2300
WED:1200~1630, 1730~2300
THU:1200~1630, 1730~2300
FRI:1200~1630, 1730~2300
SAT:1200~2300"
Jan Jan Kushikatsu,Wan Chai,Japanese,22.276249,114.170069,"2/F, 100 Queen's Rd E, Wan Chai, Hong Kong",2157 1408,"SUN:1230~1530, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~0000
SAT:1230~1530, 1800~0000"
Jom Jom,Multiple locations,Asian Fusion,,,,,No work time available
JW Café (JW Marriott Hotel Hong Kong),Admiralty,International,22.2776489,114.1666259,"J W Marriott Hotel Hong Kong Cum The Upper House, Queensway, Admiralty, Hong Kong",2810 8366,"SUN:0630~2200
MON:0630~2200
TUE:0630~2200
WED:0630~2200
THU:0630~2200
FRI:0630~2200
SAT:0630~2200"
JYU BEI,Causeway Bay,Asian Fusion,22.2807387,114.1827755,"Hong Kong, Causeway Bay, L' Hart, 12樓HK 香港島 銅鑼灣 銅鑼灣駱克道487-489號",5404 0522,"SUN:1200~1530, 1730~2300
MON:1200~1530, 1730~2300
TUE:1200~1530, 1730~2300
WED:1200~1530, 1730~2300
THU:1200~1530, 1730~2300
FRI:1200~1530, 1730~2300
SAT:1200~1530, 1730~2300"
Kaika,Tsim Sha Tsui,Japanese,22.2999276,114.1729107,"100 Nathan Rd, Tsim Sha Tsui, Hong Kong",2972 2888,"SUN:1200~1430, 1800~2230
MON:1200~1430, 1800~2230
TUE:1200~1430, 1800~2230
WED:1200~1430, 1800~2230
THU:1200~1430, 1800~2230
FRI:1200~1430, 1800~2230
SAT:1200~1430, 1800~2230"
Kani Kei,Causeway Bay,Japanese,22.2803108,114.1837624,"B/F, Macau Yat Yuen Centre, 525 Hennessy Rd, Causeway Bay, Hong Kong",2602 1600,"SUN:1200~2300
MON:1200~1600, 1800~2300
TUE:1200~1600, 1800~2300
WED:1200~1600, 1800~2300
THU:1200~1600, 1800~2300
FRI:1200~1600, 1800~2300
SAT:1200~2300"
Keisetsu,Causeway Bay,Japanese,22.27918309999999,114.1859181,"7/F, Aura On Pennington, 66 Jardine's Bazaar, Causeway Bay, Hong Kong",9473 8875,"SUN:1200~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1200~1500, 1800~2300"
Khao San,Kowloon Bay,Thai,22.3198364,114.2084756,"Hong Kong, Kowloon Bay, Unit 11, Level 11, Megabox, Kowloon Bay",2602 6033,"SUN:1130~2200
MON:1130~2200
TUE:1130~2200
WED:1130~2200
THU:1130~2200
FRI:1130~2200
SAT:1130~2200"
Kinsman,Central,International,41.4782473,-81.6281681,"Kinsman, Cleveland, OH, USA",,
KITCHEN,Tsim Sha Tsui,International,22.2995834,114.1745638,"H8, Luxury Court, Hau Fook St, Tsim Sha Tsui, Hong Kong",3104 9234,"SUN:1800~2230
MON:1200~2230
TUE:1200~2230
WED:1200~2230
THU:1200~2230
FRI:1200~2230
SAT:1200~2230"
Kwan Cheuk Heen (Harbour Grand Hong Kong),North Point,Chinese,22.2890601,114.1918127,"5/F. (Minor Portion, Harbour Grand Hong Kong, 23 Oil St, North Point, Hong Kong",2121 2691,"SUN:1030~1500, 1830~2230
MON:1200~1430, 1830~2230
TUE:1200~1430, 1830~2230
WED:1200~1430, 1830~2230
THU:1200~1430, 1830~2230
FRI:1200~1430, 1830~2230
SAT:1030~1500, 1830~2230"
L'Eau Restaurant (Regal Riverside Hotel),Sha Tin,French,22.3822106,114.1964645,"3/F, 34-36, Tai Chung Kiu Rd, Sha Tin, Hong Kong",2132 1040,"SUN:0600~2300
MON:0600~2300
TUE:0600~2300
WED:0600~2300
THU:0600~2300
FRI:0600~2300
SAT:0600~2300"
Le 188 Restaurant & Lounge (Harbour Grand Hong Kong),North Point,International,22.2890067,114.1918459,"41/F, Harbour Grand Hong Kong, 23 Oil St, North Point, Hong Kong",2121 2693,"SUN:0700~1100, 1200~1430, 1830~2230
MON:0700~1030, 1200~1430, 1830~2230
TUE:0700~1030, 1200~1430, 1830~2230
WED:0700~1030, 1200~1430, 1830~2230
THU:0700~1030, 1200~1430, 1830~2230
FRI:0700~1030, 1200~1430, 1830~2230
SAT:0700~1030, 1200~1430, 1830~2230"
Le Paradis Cafe & Restaurant,Tsim Sha Tsui,French,22.300248,114.174714,"4/F, Granville House, 41C Granville Rd, Tsim Sha Tsui, Hong Kong",2311 0101,"SUN:1730~0030
MON:1730~0030
TUE:1730~0030
WED:1730~0030
THU:1730~0030
FRI:1730~0030
SAT:1730~0030"
Lobby Lounge,Wan Chai,Bar & Lounge,22.2810541,114.1729032,"1 Harbour Rd, Wan Chai, Hong Kong",2802 8888,"SUN:1100~2200
MON:1100~2200
TUE:1100~2200
WED:1100~2200
THU:1100~2200
FRI:1100~2200
SAT:1100~2200"
Lobby Lounge (Conrad Hong Kong),Admiralty,Bar & Lounge,22.2768237,114.1653472,"Hong Kong, Admiralty, Queensway, 88號太古廣場香港港麗酒店大堂樓層",2822 8891,"SUN:0800~0000
MON:0800~0000
TUE:0800~0000
WED:0800~0000
THU:0800~0000
FRI:0800~0000
SAT:0800~0000"
Lobby Lounge (Harbour Grand Hong Kong),North Point,Bar & Lounge,22.28904959999999,114.1917859,Hong Kong,,"SUN:1200~0000
MON:1200~0000
TUE:1200~0000
WED:1200~0000
THU:1200~0000
FRI:1200~0000
SAT:1200~0000"
Lof10,Sheung Wan,Café,22.2836237,114.1488801,"1 U Lam Terrace, Sheung Wan, Hong Kong",2540 2210,"SUN:1000~1900
MON:1000~1900
TUE:1000~1900
WED:1000~1900
THU:1000~1900
FRI:1000~1900
SAT:1000~1900"
Loong Yuen Cantonese Restaurant (Holiday Inn Golden Mile),Tsim Sha Tsui,Chinese,22.2969176,114.1730768,"Hong Kong, Tsim Sha Tsui, Nathan Rd, 50號金 域 假日 酒店 地 庫 1 層",2315 1006,"SUN:1100~1500, 1800~2300
MON:1100~1500, 1800~2300
TUE:1100~1500, 1800~2300
WED:1100~1500, 1800~2300
THU:1100~1500, 1800~2300
FRI:1100~1500, 1800~2300
SAT:1100~1500, 1800~2300"
Lucciola Restaurant & Bar,Wan Chai,Italian,22.2788936,114.1781134,"1/F, 330 Lockhart Rd, Wan Chai, Hong Kong",2129 0333,"SUN:0700~1100, 1200~1430, 1800~2300
MON:0700~1100, 1200~1430, 1800~2300
TUE:0700~1100, 1200~1430, 1800~2300
WED:0700~1100, 1200~1430, 1800~2300
THU:0700~1100, 1200~1430, 1800~2300
FRI:0700~1100, 1200~1430, 1800~2300
SAT:0700~1100, 1200~1430, 1800~2300"
lulu BAOBAO,Wong Chuk Hang,Asian Fusion,22.2488209,114.1663922,"Shop 102, 1/F, Tower 2, of Metro South, 39 Wong Chuk Hang Rd, Wong Chuk Hang, Hong Kong",3460 4247,"SUN:1130~2100
MON:1130~2100
TUE:1130~2100
WED:1130~2100
THU:1130~2100
FRI:1130~2100
SAT:1130~2100"
Lung Fung Chickenspot,Tsim Sha Tsui,Chinese,22.2987869,114.1735822,"Hong Kong, Tsim Sha Tsui, Carnarvon Rd, 16號金輝大廈2樓全層",4678 1930,"SUN:1200~0100
MON:1200~0100
TUE:1200~0100
WED:1200~0100
THU:1200~0100
FRI:1200~0100
SAT:1200~0100"
MAEK JEOK,Wan Chai,Korean,22.2803654,114.1769119,"1/F, Sun Hung Kai Centre, 30 Harbour Rd, Wan Chai, Hong Kong",2609 0599,"SUN:1130~2230
MON:1130~2230
TUE:1130~2230
WED:1130~2230
THU:1130~2230
FRI:1130~2230
SAT:1130~2230"
Maison ES,Wan Chai,French,22.2759379,114.1683429,"Shop B, UG/F, Hang Tak Building, 1 Electric St, Starstreet Precinct, Hong Kong",2521 8011,"SUN:1130~1600
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1130~1600, 1800~2300"
Man Ho Chinese Restaurant (Hong Kong SkyCity Marriott Hotel),Chek Lap Kok,Chinese,22.3188317,113.9434968,"Hong Kong Skycity Marriott Hotel, 1 Sky City Rd E, Chek Lap Kok, Hong Kong",3969 2888,"SUN:1200~1430, 1800~2230
MON:1200~1430, 1800~2230
TUE:1200~1430, 1800~2230
WED:1200~1430, 1800~2230
THU:1200~1430, 1800~2230
FRI:1200~1430, 1800~2230
SAT:1200~1430, 1800~2230"
Man Ho Chinese Restaurant (JW Marriott Hotel Hong Kong),Admiralty,Chinese,22.277713,114.1665142,"Hong Kong, 金鐘金鐘道88號太古廣場香港JW萬豪酒店3樓",2810 8366,"SUN:1130~1500, 1800~2200
MON:1200~1500, 1800~2200
TUE:1200~1500, 1800~2200
WED:1200~1500, 1800~2200
THU:1200~1500, 1800~2200
FRI:1200~1500, 1800~2200
SAT:1130~1500, 1800~2200"
Matchali,Wan Chai,Indian,22.2764046,114.1684939,"G/F, 5 Moon St, Wan Chai, Hong Kong",9880 7661,"SUN:0900~1900
MON:0800~1900
TUE:0800~1900
WED:0800~1900
THU:0800~1900
FRI:0800~1900
SAT:0900~1900"
Maya Bakery & Bar,Multiple locations,Bakery & Bar,22.2872391,114.2120999,"Shop 4, Ground Floor, PCCW Tower, Taikoo Place, 979 King's Rd, Quarry Bay, Hong Kong",6695 9656,"MON:0800~2000
TUE:0800~2000
WED:0800~2000
THU:0800~2000
FRI:0800~2000
SAT:1000~1800"
Meatogo,Multiple locations,Steakhouse,22.2841355,114.1921835,"29 Ngan Mok St, Causeway Bay, Hong Kong",2368 6203,"SUN:0930~1930
MON:0930~1930
TUE:0930~1930
WED:0930~1930
THU:0930~1930
FRI:0930~1930
SAT:0930~1930"
Medium Rare Steak,Multiple locations,Steakhouse,38.93575269999999,-77.0589179,"3500 Connecticut Ave NW, Washington, DC 20008, USA",(202) 237-1432,"SUN:1000~2200
MON:1700~2200
TUE:1700~2200
WED:1700~2200
THU:1700~2200
FRI:1700~2300
SAT:1000~2300"
Megan’s Kitchen,Wan Chai,International,22.2768993,114.1770513,"HK Hong Kong Island, 5/F Lucky Centre, 165-171 Wan Chai Rd, Wan Chai, Hong Kong",2866 8305,"SUN:1200~1500, 1800~2330
MON:1200~1500, 1800~2330
TUE:1200~1500, 1800~2330
WED:1200~1500, 1800~2330
THU:1200~1500, 1800~2330
FRI:1200~1500, 1800~2330
SAT:1200~1500, 1800~2330"
Mengokoro Kunimoto,Wan Chai,Japanese,22.2760605,114.172964,"Shop 2A, Ground Floor, Wing Hing Building, 6-12 Spring Garden Ln, Wan Chai, Hong Kong",6608 8385,"SUN:1130~2130
MON:1130~2130
TUE:1130~2130
WED:1130~2130
THU:1130~2130
FRI:1130~2130
SAT:1130~2130"
"Ming Court (Cordis, Hong Kong)",Mong Kok,Chinese,22.318175,114.168112,"555 Shanghai Street Cordis, Level 6, Mong Kok, Hong Kong",3552 3300,"SUN:1030~1530, 1800~2230
MON:1100~1430, 1800~2230
TUE:1100~1430, 1800~2230
WED:1100~1430, 1800~2230
THU:1100~1430, 1800~2230
FRI:1100~1430, 1800~2230
SAT:1030~1530, 1800~2230"
"Ming Court, Wanchai",Wan Chai,Chinese,22.2809932,114.174917,"2/F, Great Eagle Centre, 23 Harbour Rd, Wan Chai, Hong Kong",2878 1212,"SUN:1100~1500, 1800~2200
MON:1130~1430, 1800~2200
TUE:1130~1430, 1800~2200
WED:1130~1430, 1800~2200
THU:1130~1430, 1800~2200
FRI:1130~1430, 1800~2200
SAT:1100~1500, 1800~2200"
Miyazaki Niku Honpo (Hong Kong),Causeway Bay,Japanese,22.2801183,114.1869205,"Hong Kong, 銅鑼灣糖街31號, Sugar+, 6樓全層",3568 5330,"SUN:1200~1500, 1700~0000
MON:1200~1500, 1700~2200
TUE:1200~1500, 1700~2200
WED:1200~1500, 1700~2200
THU:1200~1500, 1700~2200
FRI:1200~1500, 1700~0000
SAT:1200~1500, 1700~0000"
Mokumoku Yakiton,Multiple locations,Japanese,22.2802879,114.183055,"7/F, Circle Plaza, 499 Hennessy Rd, Causeway Bay, Hong Kong",2886 2062,"SUN:1400~0000
MON:1400~0000
TUE:1400~0000
WED:1400~0000
THU:1400~0000
FRI:1400~0000
SAT:1400~0000"
Moments Together (Causeway Bay),Causeway Bay,International,22.2781348,114.1819966,"Shop 1103, 11/F, Times Square, 1 Matheson St, Causeway Bay, Hong Kong",2321 6833,"SUN:1100~1600, 1730~2230
MON:1130~1600, 1730~2200
TUE:1130~1600, 1730~2200
WED:1130~1600, 1730~2200
THU:1130~1600, 1730~2200
FRI:1130~1600, 1730~2200
SAT:1100~1600, 1730~2230"
Moments Together (Tsim Sha Tsui),Tsim Sha Tsui,International,22.3040198,114.162057,"Hong Kong, 尖沙咀 Austin Rd W, 1號漾日居3座圓方(火區樓1008號舖",2337 2883,"SUN:1100~1600, 1630~2230
MON:1130~1600, 1630~2200
TUE:1130~1600, 1630~2200
WED:1130~1600, 1630~2200
THU:1130~1600, 1630~2200
FRI:1130~1600, 1630~2200
SAT:1100~1600, 1630~2230"
Morokok,Mong Kok,Japanese,22.3151075,114.1712915,"Hong Kong, Mong Kok, Dundas St, 56號, Gala Place, 8樓801號舖",2363 1882,"SUN:1200~2300
MON:1200~2300
TUE:1200~2300
WED:1200~2300
THU:1200~2300
FRI:1200~0000
SAT:1200~0000"
Mother Pearl,Multiple locations,Brunch,,,,,No work time available
Mr Cha Fan,Tseung Kwan O,Chinese,22.3066879,114.2561036,"137B, Park Central, 9 Tong Tak St, Tseung Kwan O, Hong Kong",2350 1628,"SUN:1100~2200
MON:1100~2200
TUE:1100~2200
WED:1100~2200
THU:1100~2200
FRI:1100~2200
SAT:1100~2200"
MR & MRS FOX,Quarry Bay,European,22.28751639999999,114.2115078,"23 Tong Chong St, Quarry Bay, Hong Kong",2697 8500,"MON:1200~0000
TUE:1200~0000
WED:1200~0000
THU:1200~0000
FRI:1200~0000"
Nagomi (Harbour Grand Hong Kong),North Point,Japanese,22.2890773,114.1916341,"Hong Kong, 北角油街23號海逸君綽酒店地下",,"SUN:1200~1230, 1830~2230
MON:1200~1230, 1830~2230
TUE:1200~1230, 1830~2230
WED:1200~1230, 1830~2230
THU:1200~1230, 1830~2230
FRI:1200~1230, 1830~2230
SAT:1200~1230, 1830~2230"
Nicholini's (Conrad International Hong Kong),Admiralty,Italian,22.2768264,114.1652949,"Level 8, 88 Queensway, Central, Hong Kong",2822 8801,"SUN:1130~1430, 1830~2230
MON:1200~1500, 1830~2230
TUE:1200~1500, 1830~2230
WED:1200~1500, 1830~2230
THU:1200~1500, 1830~2230
FRI:1200~1500, 1830~2230
SAT:1130~1430, 1830~2230"
Nipponshu Department Sake Store ・Kakuuchi,Tsim Sha Tsui,Japanese,22.3024273,114.1752431,"Shop B1, G/F, 15B Austin Ave, Tsim Sha Tsui, Hong Kong",6841 4123,"MON:1300~0000
TUE:1300~0000
WED:1300~0000
THU:1300~0000
FRI:1300~0000
SAT:1300~0000"
NOC COFFEE CO.,Multiple locations,Coffee,22.2969288,114.1695591,"Shop 02, UG/F, T Galleria By DFS, 28 Canton Rd, Tsim Sha Tsui, Hong Kong",2310 8868,"SUN:0900~2100
MON:0800~2100
TUE:0800~2100
WED:0800~2100
THU:0800~2100
FRI:0800~2100
SAT:0900~2100"
nodi,Multiple locations,Italian,25.0631898,90.8274776,"Nodi River, Bangladesh",,
Odyssée,Tsim Sha Tsui,French,22.3034408,114.1602015,"Shop A, International Commerce Centre (ICC), 101 F 1 Austin Rd W, Tsim Sha Tsui, Hong Kong",2977 5266,"SUN:1200~1530, 1800~2200
MON:1200~1530, 1800~2200
TUE:1200~1530, 1800~2200
WED:1200~1530, 1800~2200
THU:1200~1530, 1800~2200
FRI:1200~1530, 1800~2200
SAT:1200~1530, 1800~2200"
ÓNA Mediterranean Restaurant & Bar,Tung Chung,Mediterranean,22.2965554,114.0162551,"Shop G09, Lantau Island, DB Plaza, 1 Discovery Bay Rd, Discovery Bay, Hong Kong",3619 0937,"SUN:0830~2300
MON:1130~2300
TUE:1130~2300
WED:1130~2300
THU:1130~2300
FRI:1130~2300
SAT:0830~2300"
Osteria Ristorante Italiano (Holiday Inn Golden Mile),Tsim Sha Tsui,Italian,22.2968215,114.1724853,"Mezzanine Floor, Holiday Inn Golden Mile, 50 Nathan Road, Tsim Sha Tsui, Tsim Sha Tsui, Hong Kong",2315 1010,"SUN:1200~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1200~1500, 1800~2300"
OTETSU,Causeway Bay,Japanese,22.2807387,114.1827755,"Hong Kong, Causeway Bay, Lockhart Rd, 487-489號, L' Hart, 13樓",5703 1162,"SUN:1130~1500, 1800~2300
MON:1130~1500, 1800~2300
TUE:1130~1500, 1800~2300
WED:1130~1500, 1800~2300
THU:1130~1500, 1800~2300
FRI:1130~1500, 1800~2300
SAT:1130~1500, 1800~2300"
Pacific Bar (Conrad Hong Kong),Admiralty,Bar & Lounge,22.2767426,114.1652815,"Level 8, 88 Queensway, Admiralty, Hong Kong",2822 8816,"SUN:1700~2300
MON:1700~2300
TUE:1700~2300
WED:1700~2300
THU:1700~2300
FRI:1700~2300
SAT:1700~2300"
Page Common,Tsim Sha Tsui,International,22.303233,114.1747076,"G/F, 148 Austin Rd, Tsim Sha Tsui, Hong Kong",3844 8899,"SUN:0800~1800
MON:0800~1800
TUE:0800~1800
WED:0800~1800
THU:0800~1800
FRI:0800~1800
SAT:0800~1800"
"Palm Court (The Langham, Hong Kong)",Tsim Sha Tsui,International,22.2963927,114.1697395,"Lobby Level, The Langham, Hong Kong, 8 Peking Rd, Tsim Sha Tsui, Hong Kong",2132 7898,"SUN:0230~0000
MON:1130~1430, 1500~1730, 1830~0000
TUE:1130~1430, 1500~1730, 1830~0000
WED:1130~1430, 1500~1730, 1830~0000
THU:1130~1430, 1500~1730, 1830~0000
FRI:1130~1430, 1500~1730, 1830~0000
SAT:0230~0000"
Petra,Chek Lap Kok,Middle Eastern,22.3193885,113.9422061,"G/F, Lantau Island, International Airport, 8 Airport Expo Blvd, Chek Lap Kok, Hong Kong",3556 3208,"SUN:0700~2230
MON:0700~2230
TUE:0700~2230
WED:0700~2230
THU:0700~2230
FRI:0700~2230
SAT:0700~2230"
PHI Coffee & Pancake,Multiple locations,Café,22.4457127,114.0341581,"A218, 8 Long Yat Rd, Yuen Long, Hong Kong",,
Pho Bay Vietnamese Restaurant & Bar,Tung Chung,Vietnamese,22.2965499,114.0163366,"Shop G08B DB Plaza, 1 Discovery Bay Road, Discovery Bay, Discovery Bay, Lantau Island, Hong Kong",3619 0932,"SUN:1130~2300
MON:1130~2300
TUE:1130~2300
WED:1130~2300
THU:1130~2300
FRI:1130~2300
SAT:1130~2300"
pho.dle.bar,Tsim Sha Tsui,Vietnamese,22.3035341,114.1633124,"Shop 2132 ELEMENTS, 1 Austin Rd W, Tsim Sha Tsui, Hong Kong",2196 8175,"SUN:1130~2200
MON:1130~2200
TUE:1130~2200
WED:1130~2200
THU:1130~2200
FRI:1130~2200
SAT:1130~2200"
PHO Locomotive,Tseung Kwan O,Vietnamese,22.3031408,114.2609805,"Tong Chun St, Tseung Kwan O, Hong Kong",,"SUN:1130~2200
MON:1130~2200
TUE:1130~2200
WED:1130~2200
THU:1130~2200
FRI:1130~2200
SAT:1130~2200"
QUÉ QUÉ,Multiple locations,Mexican,37.54993179999999,126.9224184,"10 Wausan-ro 15-gil, Mapo-gu, Seoul, South Korea",02-338-9929,
Regal Court,Multiple locations,International,,,,,No work time available
Regal Palace (Regal Hong Kong Hotel),Causeway Bay,Chinese,22.279148,114.1868295,"3/F, 88 Yee Wo St, Causeway Bay, Hong Kong",2837 1773,"SUN:1100~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1100~1500, 1800~2300"
Regal Terrace (Regal Riverside Hotel),Sha Tin,International,22.382272,114.196055,"2/F, 34-36, Tai Chung Kiu Rd, Sha Tin, Hong Kong",2132 1012,"SUN:0800~1500, 1800~2300
MON:0800~1500, 1800~2300
TUE:0800~1500, 1800~2300
WED:0800~1500, 1800~2300
THU:0800~1500, 1800~2300
FRI:0800~1500, 1800~2300
SAT:0800~1500, 1800~2300"
Reign Caviar,Tsim Sha Tsui,Seafood,22.2944412,114.1746188,"Hong Kong, Tsim Sha Tsui, Salisbury Rd, 18號, K11 Musea, L117號舖",3468 5199,"SUN:1130~2130
MON:1130~2130
TUE:1130~2130
WED:1130~2130
THU:1130~2130
FRI:1130~2130
SAT:1130~2130"
"Reign, The Abalone House",Multiple locations,Seafood,22.3044173,114.1623115,"Shop 1097A, 1 Austin Rd W, West Kowloon, Hong Kong",2833 1997,"SUN:1100~2030
MON:1100~2030
TUE:1100~2030
WED:1100~2030
THU:1100~2030
FRI:1100~2030
SAT:1100~2030"
Reserva Ibérica Tapas Bar & Café,Tsim Sha Tsui,Spanish,22.2953381,114.1688303,"Shop OT305A, 3/F, Harbour City, Tsim Sha Tsui, Hong Kong",2111 1338,"SUN:1200~2200
MON:1200~2200
TUE:1200~2200
WED:1200~2200
THU:1200~2200
FRI:1200~2200
SAT:1200~2200"
Reserva Ibérica • The Ham Shop,Sheung Wan,Spanish,22.2852498,114.1482566,"Hong Kong, Sheung Wan, Hollywood Rd, 194號興寶樓地下",052 364 696,"SUN:1130~2130
MON:0900~1700
TUE:1130~2130
WED:1130~2130
THU:1130~2130
FRI:1130~2130
SAT:1130~2130"
Rico Rico,Tsim Sha Tsui,International,22.3030616,114.1629305,"Shop 1001, 1/F, 1 Austin Rd W, West Kowloon, Hong Kong",3460 2787,"SUN:1130~2130
MON:1130~2130
TUE:1130~2130
WED:1130~2130
THU:1130~2130
FRI:1130~2130
SAT:1130~2130"
Rise by Classified,Central,International,22.2839298,114.1583175,"Shop No. 313, 3/F, Exchange Square Podium, 8 Connaught Pl, Central, Hong Kong",2147 3454,"MON:0800~2007
TUE:0800~2000
WED:0800~2000
THU:0800~2000
FRI:0800~2000"
Rouge (Regal Airport Hotel),Chek Lap Kok,French,22.3186949,113.9343274,"9 Cheong Tat Road, Hong Kong International Airport Chek Lap Kok, Lantau Island, Hong Kong",2286 8888,SUN:0000~N/A
ROYAL INN,Multiple locations,International,37.5643101,126.9855685,"21 Uirim-daero 11-gil, Jung District, Seoul, South Korea",,
RÚ (Nina Hotel Tsuen Wan West),Tsuen Wan,International,22.3685909,114.1129769,"8 Yeung Uk Rd, Tsuen Wan, Hong Kong",2280 2898,SUN:0000~N/A
Saburo Japanese Yakiniku,Tsim Sha Tsui,Japanese,22.2953974,114.1733859,"Hong Kong, Tsim Sha Tsui, Middle Rd, 15號, H Zentre, 地下3號舖",2398 1813,"SUN:1200~1600, 1730~2300
MON:1200~1600, 1730~2300
TUE:1200~1600, 1730~2300
WED:1200~1600, 1730~2300
THU:1200~1600, 1730~2300
FRI:1200~1600, 1730~2300
SAT:1200~1600, 1730~2300"
Sake Bar CHU CHU,Causeway Bay,Japanese,22.2792646,114.1820324,"Hong Kong, Causeway Bay, Tang Lung St, 28號, Circle Tower, 25樓",5589 4466,"SUN:1730~0000
MON:1730~0000
TUE:1730~0000
WED:1730~0000
THU:1730~0000
FRI:1730~0100
SAT:1730~0100"
Sake Bar MURA,Tsim Sha Tsui,Japanese,22.3020423,114.1751935,"Hong Kong, Tsim Sha Tsui, Austin Ave, 15號, Kimberley Mansion, Block B G/F Shop D",5589 9844,"SUN:1800~0100
MON:1800~0100
TUE:1800~0100
WED:1800~0100
THU:1800~0100
FRI:1800~0200
SAT:1800~0200"
Salisterra,Admiralty,Mediterranean,22.277509,114.166341,"Level 49 The Upper House Pacific Place 88, 88 Queensway, Admiralty, Hong Kong",3968 1106,"SUN:0630~0100
MON:0630~0100
TUE:0630~0100
WED:0630~0100
THU:0630~0100
FRI:0630~0100
SAT:0630~0100"
Sanwa Jo,Kowloon City,Japanese,22.3292577,114.1876917,"46 Fuk Lo Tsun Rd, Kowloon City, Hong Kong",2321 0867,"SUN:1200~1500, 1800~2200
TUE:1230~1500, 1800~2200
WED:1200~1500, 1800~2200
THU:1200~1500, 1800~2200
FRI:1200~1500, 1800~2200
SAT:1200~1500, 1800~2200"
sensory ZERO,Multiple locations,International,22.3173504,114.1639019,"Shop G29, G/F, Olympian City 3, 1 Hoi Wang Rd, Mong Kok, Hong Kong",3547 2358,"SUN:1130~2030
MON:1130~2030
TUE:1130~2030
WED:1130~2030
THU:1130~2030
FRI:1130~2030
SAT:1130~2030"
Seolhamyeok,Tsim Sha Tsui,Korean,22.2950371,114.1664476,"Harbour City, Canton Rd, Tsim Sha Tsui, Hong Kong",,"SUN:1200~2230
MON:1200~2230
TUE:1200~2230
WED:1200~2230
THU:1200~2230
FRI:1200~2230
SAT:1200~2230"
Shh Cafe,Tsim Sha Tsui,Café,22.303166,114.1742878,"Shop B, G/F, 144 Austin Rd, Tsim Sha Tsui, Hong Kong",3795 3065,"SUN:1100~2200
MON:1130~2200
TUE:1130~2200
WED:1130~2200
THU:1130~2200
FRI:1130~2230
SAT:1100~2230"
Silk,Multiple locations,Chinese,37.5696477,126.99967,"South Korea, Seoul, Jongno District, Cheonggyecheon-ro, 199 1층",02-2278-3882,"MON:0900~1800
TUE:0900~1800
WED:0900~1800
THU:0900~1800
FRI:0900~1800
SAT:0900~1600"
Simplicity,Tsuen Wan,International,22.3688543,114.1206598,"Floor 3, Panda Hotel, 3 Tsuen Wah St, Tsuen Wan, Hong Kong",2409 3226,"SUN:0630~1030, 1200~1430, 1800~2100
MON:0630~1030, 1200~1430, 1800~2100
TUE:0630~1030, 1200~1430, 1800~2100
WED:0630~1030, 1200~1430, 1800~2100
THU:0630~1030, 1200~1430, 1800~2100
FRI:0630~1030, 1200~1430, 1800~2100
SAT:0630~1030, 1200~1430, 1800~2100"
